Mapped labels: spam->1, ham->0.
Removed stopwords: english.
Vectorized data with count BoW.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
       400           0.0066           36.29s
       500           0.0026            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6622           41.49s
         2           0.6451           37.66s
         3           0.6309           36.14s
         4           0.6168           39.44s
         5           0.6047           37.70s
         6           0.5923           36.82s
         7           0.5819           35.89s
         8           0.5711           35.18s
         9           0.5616           34.71s
        10           0.5536           33.58s
        20           0.4868           29.69s
        30           0.4436           25.90s
        40           0.4104           22.72s
        50           0.3833           19.11s
        60           0.3612           15.23s
        70           0.3463           11.31s
        80           0.3315            7.90s
        90           0.3188            3.96s
       100           0.3071            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6629            4.39m
         2           0.6482            3.71m
         3           0.6327            3.94m
         4           0.6193            4.01m
         5           0.6060            3.98m
         6           0.5952            3.98m
         7           0.5836            4.04m
         8           0.5737            4.03m
         9           0.5642            3.96m
        10           0.5553            3.88m
        20           0.4856            3.69m
        30           0.4375            3.40m
        40           0.4024            3.17m
        50           0.3753            3.02m
        60           0.3574            2.91m
        70           0.3421            2.83m
        80           0.3285            2.75m
        90           0.3165            2.73m
       100           0.3074            2.64m
       200           0.2218            1.93m
       300           0.1633            1.27m
       400           0.1257           37.53s
       500           0.0969            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6335           28.43s
         2           0.5651           28.93s
         3           0.5242           30.81s
         4           0.4889           31.24s
         5           0.4575           31.36s
         6           0.4350           31.96s
         7           0.4119           33.32s
         8           0.3934           32.74s
         9           0.3765           32.75s
        10           0.3646           33.84s
        20           0.2670           29.48s
        30           0.2072           25.49s
        40           0.1582           21.97s
        50           0.1262           18.19s
        60           0.1060           14.66s
        70           0.0934           10.97s
        80           0.0843            7.27s
        90           0.0768            3.61s
       100           0.0700            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6294            2.84m
         2           0.5594            2.83m
         3           0.5171            2.94m
         4           0.4776            2.93m
         5           0.4503            2.88m
         6           0.4233            2.83m
         7           0.4003            2.79m
         8           0.3794            2.78m
         9           0.3631            2.79m
        10           0.3489            2.78m
        20           0.2547            2.75m
        30           0.1879            2.73m
        40           0.1414            2.68m
        50           0.1194            2.67m
        60           0.1008            2.57m
        70           0.0896            2.49m
        80           0.0801            2.47m
        90           0.0727            2.42m
       100           0.0669            2.36m
       200           0.0304            1.79m
       300           0.0170            1.19m
       400           0.0099           35.60s
       500           0.0060            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6376           34.77s
         2           0.6063           33.96s
         3           0.5785           41.75s
         4           0.5549           40.63s
         5           0.5368           41.15s
         6           0.5218           40.00s
         7           0.5037           39.35s
         8           0.4915           40.31s
         9           0.4777           39.10s
        10           0.4652           38.34s
        20           0.3888           32.70s
        30           0.3545           27.48s
        40           0.3195           23.91s
        50           0.2932           20.33s
        60           0.2722           16.58s
        70           0.2555           12.21s
        80           0.2345            8.01s
        90           0.2211            3.98s
       100           0.2070            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6374            4.15m
         2           0.6042            4.32m
         3           0.5762            4.54m
         4           0.5579            4.32m
         5           0.5386            4.22m
         6           0.5235            4.13m
         7           0.5084            4.03m
         8           0.4905            3.93m
         9           0.4768            3.84m
        10           0.4649            3.99m
        20           0.3886            3.48m
        30           0.3497            3.37m
        40           0.3178            3.23m
        50           0.2878            3.10m
        60           0.2652            2.96m
        70           0.2506            2.88m
        80           0.2308            2.87m
        90           0.2175            2.84m
       100           0.2048            2.80m
       200           0.1117            2.01m
       300           0.0653            1.35m
       400           0.0392           39.26s
       500           0.0238            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5746            2.81m
         2           0.4703            2.92m
         3           0.4047            3.02m
         4           0.3598            3.11m
         5           0.3204            3.03m
         6           0.3006            3.00m
         7           0.2810            3.16m
         8           0.2653            3.24m
         9           0.2480            3.39m
        10           0.2332            3.34m
        20           0.1530            2.94m
        30           0.0924            2.86m
        40           0.0667            2.77m
        50           0.0500            2.67m
        60           0.0383            2.70m
        70           0.0315            2.64m
        80           0.0264            2.57m
        90           0.0215            2.51m
       100           0.0190            2.47m
       200           0.0042            1.84m
       300           0.0012            1.28m
       400           0.0004           38.02s
       500           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6047            4.02m
         2           0.5648            4.07m
         3           0.5261            3.95m
         4           0.4899            4.28m
         5           0.4677            4.18m
         6           0.4481            4.07m
         7           0.4222            4.01m
         8           0.4045            4.04m
         9           0.3891            4.10m
        10           0.3780            4.07m
        20           0.3270            3.98m
        30           0.2625            3.75m
        40           0.2196            3.49m
        50           0.1965            3.36m
        60           0.1717            3.19m
        70           0.1467            3.14m
        80           0.1309            3.02m
        90           0.1121            2.94m
       100           0.1017            2.82m
       200           0.0335            2.06m
       300           0.0113            1.30m
       400           0.0040           37.73s
       500           0.0015            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7165            3.14m
         2           0.6792            3.24m
         3           0.6452            3.25m
         4           0.6190            3.40m
         5           0.5966            3.38m
         6           0.5738            3.34m
         7           0.5584            3.35m
         8           0.5408            3.29m
         9           0.5264            3.23m
        10           0.5113            3.20m
        20           0.4150            3.38m
        30           0.3550            3.36m
        40           0.3101            3.48m
        50           0.2798            3.36m
        60           0.2527            3.33m
        70           0.2314            3.22m
        80           0.2130            3.10m
        90           0.1899            3.00m
       100           0.1760            2.90m
       200           0.1118            2.12m
       300           0.0817            1.40m
       400           0.0624           40.51s
       500           0.0492            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6294           32.29s
         2           0.5594           36.68s
         3           0.5171           34.67s
         4           0.4776           33.02s
         5           0.4503           32.24s
         6           0.4233           31.87s
         7           0.4003           31.83s
         8           0.3794           31.76s
         9           0.3631           31.59s
        10           0.3490           31.38s
        20           0.2548           29.08s
        30           0.1880           24.34s
        40           0.1414           20.79s
        50           0.1195           17.14s
        60           0.1006           13.66s
        70           0.0897           10.57s
        80           0.0798            7.16s
        90           0.0726            3.64s
       100           0.0660            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6403           32.37s
         2           0.5684           32.81s
         3           0.5280           32.99s
         4           0.4921           32.57s
         5           0.4649           33.89s
         6           0.4392           34.44s
         7           0.4156           34.56s
         8           0.3953           33.69s
         9           0.3812           32.93s
        10           0.3687           32.04s
        20           0.2696           29.83s
        30           0.2072           27.82s
        40           0.1549           24.79s
        50           0.1215           20.26s
        60           0.1013           15.94s
        70           0.0892           11.81s
        80           0.0801            7.81s
        90           0.0726            3.85s
       100           0.0661            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6403            2.91m
         2           0.5684            3.26m
         3           0.5280            3.28m
         4           0.4921            3.20m
         5           0.4649            3.15m
         6           0.4392            3.46m
         7           0.4156            3.50m
         8           0.3953            3.47m
         9           0.3812            3.37m
        10           0.3687            3.28m
        20           0.2696            3.06m
        30           0.2088            2.95m
        40           0.1606            2.89m
        50           0.1260            2.77m
        60           0.1054            2.82m
        70           0.0921            2.84m
        80           0.0830            2.77m
        90           0.0740            2.67m
       100           0.0672            2.58m
       200           0.0316            1.94m
       300           0.0182            1.32m
       400           0.0111           38.93s
       500           0.0069            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6380            2.99m
         2           0.6047            3.07m
         3           0.5784            3.19m
         4           0.5538            3.15m
         5           0.5352            3.03m
         6           0.5185            3.08m
         7           0.5001            3.26m
         8           0.4841            3.21m
         9           0.4745            3.36m
        10           0.4638            3.32m
        20           0.3764            3.58m
        30           0.3417            3.71m
        40           0.3100            3.75m
        50           0.2808            3.52m
        60           0.2587            3.42m
        70           0.2417            3.24m
        80           0.2233            3.06m
        90           0.2050            2.97m
       100           0.1938            2.84m
       200           0.0988            2.03m
       300           0.0550            1.34m
       400           0.0311           40.02s
       500           0.0180            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5627           39.48s
         2           0.4655           40.12s
         3           0.3984           44.31s
         4           0.3598           46.30s
         5           0.3240           48.08s
         6           0.2962           47.78s
         7           0.2736           47.31s
         8           0.2514           46.36s
         9           0.2371           43.91s
        10           0.2242           41.99s
        20           0.1394           33.62s
        30           0.0916           28.28s
        40           0.0630           24.66s
        50           0.0481           20.10s
        60           0.0393           15.71s
        70           0.0326           11.79s
        80           0.0280            7.89s
        90           0.0245            3.96s
       100           0.0208            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5676           10.27m
         2           0.4533            8.88m
         3           0.3924            8.20m
         4           0.3476            7.85m
         5           0.3121            8.29m
         6           0.2838            8.38m
         7           0.2658            8.39m
         8           0.2463            8.34m
         9           0.2293            8.33m
        10           0.2167            8.24m
        20           0.1264            7.63m
        30           0.0747            7.55m
        40           0.0523            7.41m
        50           0.0400            7.15m
        60           0.0306            6.82m
        70           0.0257            6.58m
        80           0.0209            6.44m
        90           0.0174            6.26m
       100           0.0146            6.22m
       200           0.0030            5.43m
       300           0.0009            4.40m
       400           0.0003            3.71m
       500           0.0001            3.10m
       600           0.0000            2.52m
       700           0.0000            1.89m
       800           0.0000            1.24m
       900           0.0000           36.89s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7204           35.50s
         2           0.6844           32.98s
         3           0.6503           35.39s
         4           0.6253           35.78s
         5           0.6006           36.27s
         6           0.5839           36.20s
         7           0.5660           37.15s
         8           0.5461           37.51s
         9           0.5322           37.77s
        10           0.5194           37.91s
        20           0.4197           35.04s
        30           0.3608           30.18s
        40           0.3194           25.06s
        50           0.2861           20.46s
        60           0.2606           16.01s
        70           0.2406           12.46s
        80           0.2207            8.67s
        90           0.2011            4.36s
       100           0.1814            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6622            3.42m
         2           0.6451            3.67m
         3           0.6309            3.95m
         4           0.6168            3.94m
         5           0.6047            3.73m
         6           0.5923            3.56m
         7           0.5819            3.43m
         8           0.5711            3.44m
         9           0.5616            3.43m
        10           0.5536            3.36m
        20           0.4868            3.11m
        30           0.4436            2.97m
        40           0.4104            2.96m
        50           0.3833            2.94m
        60           0.3612            2.82m
        70           0.3473            2.76m
        80           0.3329            2.69m
        90           0.3188            2.63m
       100           0.3071            2.62m
       200           0.2203            1.93m
       300           0.1658            1.25m
       400           0.1274           38.06s
       500           0.0986            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6361           53.71s
         2           0.5644           54.97s
         3           0.5131           50.80s
         4           0.4790           47.93s
         5           0.4450           44.13s
         6           0.4165           43.88s
         7           0.3979           45.71s
         8           0.3762           46.59s
         9           0.3610           44.27s
        10           0.3458           42.38s
        20           0.2484           33.03s
        30           0.1885           27.56s
        40           0.1387           23.46s
        50           0.1117           19.17s
        60           0.0948           15.98s
        70           0.0840           11.91s
        80           0.0748            8.01s
        90           0.0670            3.95s
       100           0.0599            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6335            2.61m
         2           0.5651            2.65m
         3           0.5242            2.65m
         4           0.4889            2.80m
         5           0.4575            2.82m
         6           0.4350            2.92m
         7           0.4130            2.95m
         8           0.3938            2.92m
         9           0.3773            2.95m
        10           0.3640            2.94m
        20           0.2604            2.84m
        30           0.2025            2.77m
        40           0.1538            2.68m
        50           0.1232            2.69m
        60           0.1026            2.65m
        70           0.0892            2.59m
        80           0.0804            2.55m
        90           0.0721            2.48m
       100           0.0664            2.41m
       200           0.0318            1.92m
       300           0.0176            1.27m
       400           0.0103           38.71s
       500           0.0063            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6370            3.32m
         2           0.6043            3.79m
         3           0.5758            3.57m
         4           0.5509            3.46m
         5           0.5349            3.44m
         6           0.5199            3.42m
         7           0.5031            3.30m
         8           0.4885            3.22m
         9           0.4758            3.17m
        10           0.4634            3.13m
        20           0.3848            3.29m
        30           0.3443            3.23m
        40           0.3111            3.29m
        50           0.2802            3.30m
        60           0.2602            3.16m
        70           0.2437            3.01m
        80           0.2236            2.89m
        90           0.2073            2.77m
       100           0.1930            2.69m
       200           0.1007            1.95m
       300           0.0555            1.30m
       400           0.0319           38.22s
       500           0.0186            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5638           43.47s
         2           0.4639           38.21s
         3           0.4108           36.10s
         4           0.3592           35.31s
         5           0.3278           35.37s
         6           0.3050           33.93s
         7           0.2841           33.17s
         8           0.2682           32.26s
         9           0.2525           31.81s
        10           0.2358           32.02s
        20           0.1468           27.49s
        30           0.0894           24.12s
        40           0.0580           21.08s
        50           0.0435           17.65s
        60           0.0335           14.02s
        70           0.0284           10.47s
        80           0.0236            7.16s
        90           0.0190            3.63s
       100           0.0156            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5627            3.33m
         2           0.4655            3.20m
         3           0.3984            3.17m
         4           0.3598            3.22m
         5           0.3240            3.16m
         6           0.2962            3.13m
         7           0.2736            3.11m
         8           0.2514            3.10m
         9           0.2371            3.23m
        10           0.2242            3.36m
        20           0.1394            3.21m
        30           0.0916            3.03m
        40           0.0630            2.97m
        50           0.0481            2.91m
        60           0.0393            2.81m
        70           0.0326            2.79m
        80           0.0280            2.79m
        90           0.0245            2.69m
       100           0.0208            2.60m
       200           0.0054            1.93m
       300           0.0017            1.24m
       400           0.0006           36.57s
       500           0.0002            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6040            2.98m
         2           0.5612            2.86m
         3           0.5278            3.19m
         4           0.4953            3.51m
         5           0.4718            3.78m
         6           0.4469            3.77m
         7           0.4311            3.87m
         8           0.4196            3.96m
         9           0.4025            3.81m
        10           0.3941            3.67m
        20           0.3324            3.37m
        30           0.2755            3.14m
        40           0.2350            2.97m
        50           0.2101            2.92m
        60           0.1794            2.93m
        70           0.1627            2.86m
        80           0.1417            2.84m
        90           0.1282            2.78m
       100           0.1114            2.72m
       200           0.0409            1.99m
       300           0.0155            1.39m
       400           0.0061           42.42s
       500           0.0024            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7154            6.35m
         2           0.6729            6.64m
         3           0.6402            6.70m
         4           0.6134            6.89m
         5           0.5901            6.83m
         6           0.5734            6.88m
         7           0.5519            6.89m
         8           0.5342            6.73m
         9           0.5199            6.60m
        10           0.5054            6.57m
        20           0.4108            6.45m
        30           0.3517            6.24m
        40           0.3096            6.05m
        50           0.2742            5.87m
        60           0.2511            5.85m
        70           0.2272            5.89m
        80           0.2107            5.85m
        90           0.1942            5.82m
       100           0.1742            5.86m
       200           0.1083            5.11m
       300           0.0777            4.52m
       400           0.0582            3.84m
       500           0.0447            3.16m
       600           0.0349            2.50m
       700           0.0274            1.87m
       800           0.0219            1.26m
       900           0.0174           37.46s
      1000           0.0141            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6361            5.57m
         2           0.5644            5.65m
         3           0.5131            6.10m
         4           0.4790            6.30m
         5           0.4450            6.21m
         6           0.4165            6.06m
         7           0.3979            5.90m
         8           0.3762            5.84m
         9           0.3610            5.79m
        10           0.3458            5.75m
        20           0.2484            5.51m
        30           0.1885            5.55m
        40           0.1387            5.52m
        50           0.1117            5.46m
        60           0.0948            5.48m
        70           0.0840            5.56m
        80           0.0748            5.47m
        90           0.0675            5.42m
       100           0.0601            5.40m
       200           0.0268            5.03m
       300           0.0148            4.55m
       400           0.0086            3.80m
       500           0.0049            3.19m
       600           0.0029            2.56m
       700           0.0018            1.94m
       800           0.0011            1.30m
       900           0.0006           38.97s
      1000           0.0004            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5638            8.26m
         2           0.4639            8.17m
         3           0.4108            8.22m
         4           0.3592            7.69m
         5           0.3278            7.32m
         6           0.3050            7.08m
         7           0.2829            6.92m
         8           0.2669            6.88m
         9           0.2513            6.88m
        10           0.2344            6.82m
        20           0.1429            6.71m
        30           0.0856            6.61m
        40           0.0589            6.63m
        50           0.0449            6.48m
        60           0.0355            6.23m
        70           0.0296            5.89m
        80           0.0244            5.87m
        90           0.0198            5.64m
       100           0.0171            5.47m
       200           0.0041            4.44m
       300           0.0012            3.90m
       400           0.0004            3.43m
       500           0.0001            2.88m
       600           0.0000            2.31m
       700           0.0000            1.72m
       800           0.0000            1.14m
       900           0.0000           33.74s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6049            3.08m
         2           0.5614            3.19m
         3           0.5290            3.30m
         4           0.4987            3.26m
         5           0.4704            3.25m
         6           0.4526            3.26m
         7           0.4325            3.28m
         8           0.4193            3.27m
         9           0.4077            3.24m
        10           0.3972            3.24m
        20           0.3222            3.01m
        30           0.2737            2.97m
        40           0.2481            2.91m
        50           0.2144            2.86m
        60           0.1922            2.81m
        70           0.1746            2.80m
        80           0.1570            2.76m
        90           0.1406            2.73m
       100           0.1310            2.69m
       200           0.0492            2.40m
       300           0.0207            2.05m
       400           0.0090            1.80m
       500           0.0040            1.52m
       600           0.0018            1.22m
       700           0.0008           55.42s
       800           0.0004           37.07s
       900           0.0002           18.59s
      1000           0.0001            0.00s
Best parameters found: {'learning_rate': 0.5, 'loss': 'exponential', 'n_estimators': 1000}

Model performance: TRAIN
----------------------
Accuracy: 1.0000
Precision: 1.0000
Recall: 1.0000
F1-score: 1.0000
AUROC: 1.0000

Model performance: TEST
----------------------
Accuracy: 0.9785
Precision: 0.9947
Recall: 0.8438
F1-score: 0.9130
AUROC: 0.9788

Misclassified texts:
18-1507: spam	Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.

128-1940: spam	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB

161-3530: spam	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!

208-5379: spam	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270

252-2823: spam	ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.

322-1263: spam	Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)

341-2352: spam	Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 

393-5370: spam	IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!

483-1217: spam	You have 1 new voicemail. Please call 08719181513.

508-3750: spam	Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2

516-3360: spam	Sorry I missed your call let's talk when you have the time. I'm on 07090201529

565-1430: spam	For sale - arsenal dartboard. Good condition but no doubles or trebles!

578-761: spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.

628-1458: spam	CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA

642-2699: spam	FROM 88066 LOST £12 HELP

661-1154: spam	1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)

726-3302: spam	RCT' THNQ Adrian for U text. Rgds Vatian

759-4086: spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.

771-4768: spam	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412

885-2247: spam	Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!

1005-1638: spam	0A$NETWORKS allow companies to bill for SMS, so they are responsible for their "suppliers", just as a shop has to give a guarantee on what they sell. B. G.

1036-1269: spam	Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA

1040-3425: spam	Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL

1087-5539: spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX

1142-751: spam	Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?

1224-4506: spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a

1242-983: spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.

1250-3556: spam	From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more

1262-3460: spam	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net

1267-3272: spam	You have 1 new voicemail. Please call 08719181513.

1276-5383: spam	You have 1 new message. Call 0207-083-6089

1356-4475: spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min

1395-4914: spam	Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.

1545-4775: ham	U repeat e instructions again. Wat's e road name of ur house?

1567-4527: spam	I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )

1627-4295: spam	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA

Saved model: grad_boosted_tree.joblib
      Iter       Train Loss   Remaining Time 
         1           0.7204            7.26m
         2           0.6844            6.69m
         3           0.6503            6.61m
         4           0.6253            6.42m
         5           0.6006            7.10m
         6           0.5839            6.97m
         7           0.5660            6.80m
         8           0.5461            6.65m
         9           0.5322            6.50m
        10           0.5194            6.40m
        20           0.4194            6.01m
        30           0.3609            5.89m
        40           0.3193            5.89m
        50           0.2879            5.90m
        60           0.2604            5.86m
        70           0.2394            5.76m
        80           0.2174            5.73m
        90           0.2001            5.78m
       100           0.1821            5.86m
       200           0.1157            5.05m
       300           0.0853            4.51m
       400           0.0653            3.81m
       500           0.0510            3.18m
       600           0.0407            2.53m
       700           0.0328            1.89m
       800           0.0265            1.26m
       900           0.0216           37.75s
      1000           0.0176            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6403            5.36m
         2           0.5684            5.33m
         3           0.5280            5.33m
         4           0.4921            5.49m
         5           0.4649            5.53m
         6           0.4392            5.77m
         7           0.4155            6.31m
         8           0.3952            6.41m
         9           0.3811            6.56m
        10           0.3686            6.66m
        20           0.2695            7.00m
        30           0.2071            6.96m
        40           0.1589            6.89m
        50           0.1226            6.66m
        60           0.1034            6.43m
        70           0.0909            6.25m
        80           0.0806            6.14m
        90           0.0733            5.98m
       100           0.0669            5.98m
       200           0.0320            5.16m
       300           0.0187            4.55m
       400           0.0112            3.90m
       500           0.0067            3.26m
       600           0.0042            2.56m
       700           0.0026            1.95m
       800           0.0017            1.30m
       900           0.0011           38.90s
      1000           0.0007            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5627           11.67m
         2           0.4655            9.04m
         3           0.3984            9.29m
         4           0.3598            8.94m
         5           0.3240            8.62m
         6           0.2962            8.29m
         7           0.2736            8.57m
         8           0.2514            8.44m
         9           0.2371            8.30m
        10           0.2242            8.03m
        20           0.1436            6.67m
        30           0.0941            6.98m
        40           0.0680            6.93m
        50           0.0513            6.59m
        60           0.0415            6.84m
        70           0.0342            6.66m
        80           0.0280            6.60m
        90           0.0234            6.33m
       100           0.0197            6.06m
       200           0.0056            4.83m
       300           0.0018            4.26m
       400           0.0006            3.72m
       500           0.0002            3.12m
       600           0.0001            2.48m
       700           0.0000            1.84m
       800           0.0000            1.21m
       900           0.0000           35.28s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7191            5.19m
         2           0.6756            6.21m
         3           0.6436            6.35m
         4           0.6183            6.50m
         5           0.5929            6.67m
         6           0.5734            6.79m
         7           0.5551            6.86m
         8           0.5386            6.94m
         9           0.5219            6.93m
        10           0.5065            6.78m
        20           0.4076            6.52m
        30           0.3442            6.59m
        40           0.3012            6.64m
        50           0.2731            6.51m
        60           0.2423            6.40m
        70           0.2225            6.19m
        80           0.2030            6.01m
        90           0.1785            5.92m
       100           0.1658            5.86m
       200           0.1036            5.06m
       300           0.0744            4.51m
       400           0.0560            3.84m
       500           0.0432            3.16m
       600           0.0334            2.50m
       700           0.0264            1.86m
       800           0.0212            1.25m
       900           0.0168           37.51s
      1000           0.0134            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6335            5.23m
         2           0.5651            5.24m
         3           0.5242            5.57m
         4           0.4889            5.70m
         5           0.4575            5.83m
         6           0.4350            5.87m
         7           0.4130            5.88m
         8           0.3938            5.87m
         9           0.3773            5.88m
        10           0.3640            5.87m
        20           0.2604            5.84m
        30           0.2025            5.86m
        40           0.1506            5.76m
        50           0.1219            5.80m
        60           0.1019            5.86m
        70           0.0886            5.80m
        80           0.0778            5.90m
        90           0.0708            5.82m
       100           0.0653            5.80m
       200           0.0306            5.23m
       300           0.0173            4.84m
       400           0.0105            4.07m
       500           0.0063            3.35m
       600           0.0039            2.65m
       700           0.0024            1.97m
       800           0.0015            1.31m
       900           0.0010           39.17s
      1000           0.0006            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5746            6.33m
         2           0.4703            5.99m
         3           0.4047            5.89m
         4           0.3598            6.00m
         5           0.3204            6.06m
         6           0.3006            6.28m
         7           0.2810            6.59m
         8           0.2653            6.74m
         9           0.2480            6.66m
        10           0.2332            6.92m
        20           0.1534            7.04m
        30           0.0942            6.74m
        40           0.0670            6.58m
        50           0.0511            6.42m
        60           0.0404            6.09m
        70           0.0323            5.82m
        80           0.0275            5.70m
        90           0.0228            5.53m
       100           0.0190            5.36m
       200           0.0043            4.79m
       300           0.0013            4.08m
       400           0.0004            3.71m
       500           0.0001            3.14m
       600           0.0001            2.60m
       700           0.0000            2.00m
       800           0.0000            1.30m
       900           0.0000           37.40s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7165           11.40m
         2           0.6792            9.76m
         3           0.6452            9.63m
         4           0.6190            9.58m
         5           0.5966            9.16m
         6           0.5738            8.97m
         7           0.5584            8.52m
         8           0.5408            8.21m
         9           0.5264            7.87m
        10           0.5113            7.57m
        20           0.4150            6.92m
        30           0.3550            7.12m
        40           0.3101            7.08m
        50           0.2798            6.88m
        60           0.2527            6.62m
        70           0.2314            6.40m
        80           0.2130            6.28m
        90           0.1899            6.19m
       100           0.1760            6.17m
       200           0.1117            5.18m
       300           0.0813            4.55m
       400           0.0616            3.88m
       500           0.0483            3.26m
       600           0.0383            2.60m
       700           0.0309            1.95m
       800           0.0250            1.30m
       900           0.0202           38.73s
      1000           0.0164            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6370           36.27s
         2           0.6043           36.23s
         3           0.5758           36.07s
         4           0.5509           34.80s
         5           0.5349           33.97s
         6           0.5199           32.99s
         7           0.5031           33.38s
         8           0.4885           32.49s
         9           0.4758           32.05s
        10           0.4634           31.58s
        20           0.3848           28.42s
        30           0.3443           24.78s
        40           0.3111           21.17s
        50           0.2802           17.47s
        60           0.2585           14.06s
        70           0.2411           10.54s
        80           0.2231            7.15s
        90           0.2066            3.57s
       100           0.1919            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6380           34.57s
         2           0.6047           32.80s
         3           0.5784           31.50s
         4           0.5538           30.65s
         5           0.5352           30.31s
         6           0.5185           30.51s
