Mapped labels: spam->1, ham->0.
Removed stopwords: english.
Vectorized data with TF-IDF.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
         3           0.5247            2.63m
         4           0.4901            2.48m
         5           0.4701            2.40m
         6           0.4500            2.35m
         7           0.4342            2.50m
         8           0.4131            2.69m
         9           0.3972            2.60m
        10           0.3854            2.54m
        20           0.3269            2.31m
        30           0.2624            2.17m
        40           0.2301            2.12m
        50           0.2047            2.05m
        60           0.1755            2.02m
        70           0.1601            1.97m
        80           0.1333            1.92m
        90           0.1204            1.86m
       100           0.1084            1.82m
       200           0.0340            1.34m
       300           0.0117           52.31s
       400           0.0041           25.87s
       500           0.0015            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6623           28.57s
         2           0.6452           27.05s
         3           0.6311           26.56s
         4           0.6170           29.37s
         5           0.6049           28.62s
         6           0.5923           27.63s
         7           0.5818           26.81s
         8           0.5707           26.19s
         9           0.5612           26.77s
        10           0.5532           27.59s
        20           0.4856           22.57s
        30           0.4429           19.74s
        40           0.4114           16.85s
        50           0.3846           14.16s
        60           0.3635           11.19s
        70           0.3487            8.25s
        80           0.3329            5.42s
        90           0.3207            2.68s
       100           0.3090            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6637            2.23m
         2           0.6466            2.14m
         3           0.6313            2.11m
         4           0.6179            2.10m
         5           0.6071            2.21m
         6           0.5944            2.17m
         7           0.5831            2.14m
         8           0.5728            2.12m
         9           0.5646            2.11m
        10           0.5558            2.10m
        20           0.4858            2.09m
        30           0.4387            2.07m
        40           0.4008            2.02m
        50           0.3728            1.96m
        60           0.3544            1.91m
        70           0.3392            1.88m
        80           0.3266            1.82m
        90           0.3152            1.77m
       100           0.3043            1.74m
       200           0.2200            1.30m
       300           0.1641           54.11s
       400           0.1242           27.10s
       500           0.0956            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6365           26.12s
         2           0.5661           25.24s
         3           0.5244           24.88s
         4           0.4892           24.57s
         5           0.4610           24.19s
         6           0.4382           25.05s
         7           0.4150           25.95s
         8           0.3905           25.54s
         9           0.3744           25.16s
        10           0.3581           24.77s
        20           0.2647           21.91s
        30           0.2020           19.23s
        40           0.1478           16.46s
        50           0.1174           13.87s
        60           0.1000           10.93s
        70           0.0860            8.20s
        80           0.0761            5.47s
        90           0.0680            2.74s
       100           0.0612            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6307            2.53m
         2           0.5625            3.14m
         3           0.5151            2.97m
         4           0.4832            2.77m
         5           0.4543            2.65m
         6           0.4262            2.69m
         7           0.4051            2.64m
         8           0.3877            2.56m
         9           0.3722            2.49m
        10           0.3543            2.44m
        20           0.2534            2.28m
        30           0.2020            2.17m
        40           0.1505            2.11m
        50           0.1229            2.04m
        60           0.1027            1.99m
        70           0.0905            1.96m
        80           0.0785            1.90m
        90           0.0712            1.86m
       100           0.0644            1.80m
       200           0.0284            1.36m
       300           0.0158           53.93s
       400           0.0092           26.85s
       500           0.0053            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6375            2.08m
         2           0.6063            2.10m
         3           0.5788            2.12m
         4           0.5553            2.24m
         5           0.5370            2.20m
         6           0.5205            2.20m
         7           0.5068            2.17m
         8           0.4912            2.15m
         9           0.4787            2.13m
        10           0.4680            2.13m
        20           0.3892            2.10m
        30           0.3503            2.08m
        40           0.3166            2.03m
        50           0.2895            1.99m
        60           0.2723            1.93m
        70           0.2511            1.88m
        80           0.2323            1.84m
        90           0.2176            1.79m
       100           0.2047            1.75m
       200           0.1090            1.30m
       300           0.0623           52.41s
       400           0.0355           26.60s
       500           0.0209            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5607           25.29s
         2           0.4606           24.98s
         3           0.4021           24.94s
         4           0.3574           25.55s
         5           0.3275           28.69s
         6           0.2954           28.12s
         7           0.2704           27.29s
         8           0.2578           26.58s
         9           0.2431           25.82s
        10           0.2210           25.54s
        20           0.1287           22.82s
        30           0.0806           20.33s
        40           0.0542           17.19s
        50           0.0419           14.00s
        60           0.0334           11.07s
        70           0.0278            8.31s
        80           0.0228            5.55s
        90           0.0189            2.75s
       100           0.0159            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5610            4.00m
         2           0.4450            4.05m
         3           0.3732            4.25m
         4           0.3265            4.28m
         5           0.2852            4.27m
         6           0.2581            4.27m
         7           0.2412            4.24m
         8           0.2249            4.27m
         9           0.2125            4.25m
        10           0.2009            4.23m
        20           0.1142            4.18m
        30           0.0691            4.18m
        40           0.0493            4.12m
        50           0.0372            4.11m
        60           0.0297            4.03m
        70           0.0238            4.00m
        80           0.0194            4.00m
        90           0.0166            3.98m
       100           0.0139            3.91m
       200           0.0030            3.50m
       300           0.0006            3.15m
       400           0.0002            2.71m
       500           0.0000            2.28m
       600           0.0000            1.80m
       700           0.0000            1.35m
       800           0.0000           53.92s
       900           0.0000           26.89s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6381            3.18m
         2           0.6058            3.23m
         3           0.5780            3.20m
         4           0.5569            3.20m
         5           0.5392            3.17m
         6           0.5226            3.22m
         7           0.5059            3.20m
         8           0.4912            3.19m
         9           0.4801            3.21m
        10           0.4702            3.22m
        20           0.3868            3.22m
        30           0.3418            3.19m
        40           0.3142            3.13m
        50           0.2966            3.08m
        60           0.2736            3.05m
        70           0.2539            3.02m
        80           0.2391            2.99m
        90           0.2215            2.95m
       100           0.2096            2.91m
       200           0.1166            2.62m
       300           0.0695            2.29m
       400           0.0422            1.95m
       500           0.0263            1.60m
       600           0.0164            1.27m
       700           0.0100           57.91s
       800           0.0063           38.73s
       900           0.0039           19.26s
      1000           0.0026            0.00s
Best parameters found: {'learning_rate': 0.25, 'loss': 'exponential', 'n_estimators': 1000}

Model performance: TRAIN
----------------------
Accuracy: 1.0000
Precision: 1.0000
Recall: 1.0000
F1-score: 1.0000
AUROC: 1.0000

Model performance: TEST
----------------------
Accuracy: 0.9767
Precision: 0.9793
Recall: 0.8438
F1-score: 0.9065
AUROC: 0.9826

Misclassified texts:
128-1940: spam	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB

161-3530: spam	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!

208-5379: spam	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270

252-2823: spam	ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.

341-2352: spam	Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 

393-5370: spam	IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!

483-1217: spam	You have 1 new voicemail. Please call 08719181513.

508-3750: spam	Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2

516-3360: spam	Sorry I missed your call let's talk when you have the time. I'm on 07090201529

565-1430: spam	For sale - arsenal dartboard. Good condition but no doubles or trebles!

578-761: spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.

628-1458: spam	CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA

642-2699: spam	FROM 88066 LOST £12 HELP

661-1154: spam	1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)

726-3302: spam	RCT' THNQ Adrian for U text. Rgds Vatian

735-1497: ham	I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.

759-4086: spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.

775-3548: spam	Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel

864-4647: spam	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705

885-2247: spam	Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!

958-3856: spam	Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg

1005-1638: spam	0A$NETWORKS allow companies to bill for SMS, so they are responsible for their "suppliers", just as a shop has to give a guarantee on what they sell. B. G.

1036-1269: spam	Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA

1040-3425: spam	Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL

1087-5539: spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX

1142-751: spam	Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?

1187-1367: ham	Bbq this sat at mine from 6ish. Ur welcome 2 come

1192-2071: spam	Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.

1224-4506: spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a

1242-983: spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.

1262-3460: spam	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net

1267-3272: spam	You have 1 new voicemail. Please call 08719181513.

1276-5383: spam	You have 1 new message. Call 0207-083-6089

1336-4009: ham	Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx

1339-3347: ham	U're welcome... Caught u using broken english again...

1356-4475: spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min

1395-4914: spam	Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.

1567-4527: spam	I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )

1627-4295: spam	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA

Saved model: grad_boosted_tree.joblib
      Iter       Train Loss   Remaining Time 
         1           0.7132            4.48m
         2           0.6705            4.25m
         3           0.6383            4.46m
         4           0.6117            4.59m
         5           0.5877            4.53m
         6           0.5672            4.60m
         7           0.5487            4.69m
         8           0.5297            4.74m
         9           0.5152            4.67m
        10           0.5010            4.62m
        20           0.4059            4.47m
        30           0.3469            4.39m
        40           0.3025            4.25m
        50           0.2704            4.16m
        60           0.2435            4.10m
        70           0.2253            4.02m
        80           0.2061            4.02m
        90           0.1899            4.02m
       100           0.1710            3.96m
       200           0.1034            3.45m
       300           0.0733            3.03m
       400           0.0547            2.63m
       500           0.0413            2.18m
       600           0.0320            1.75m
       700           0.0250            1.31m
       800           0.0196           52.24s
       900           0.0155           26.11s
      1000           0.0124            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6311            3.94m
         2           0.5558            4.33m
         3           0.5134            4.45m
         4           0.4721            4.39m
         5           0.4406            4.41m
         6           0.4117            4.42m
         7           0.3936            4.37m
         8           0.3727            4.57m
         9           0.3561            4.65m
        10           0.3416            4.66m
        20           0.2471            4.38m
        30           0.1945            4.27m
        40           0.1426            4.20m
        50           0.1127            4.25m
        60           0.0937            4.21m
        70           0.0810            4.17m
        80           0.0706            4.11m
        90           0.0637            4.06m
       100           0.0574            3.96m
       200           0.0247            3.54m
       300           0.0131            3.11m
       400           0.0073            2.66m
       500           0.0042            2.23m
       600           0.0024            1.77m
       700           0.0014            1.33m
       800           0.0008           53.07s
       900           0.0005           26.61s
      1000           0.0003            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5623            4.15m
         2           0.4624            4.50m
         3           0.4061            4.39m
         4           0.3548            4.30m
         5           0.3241            4.28m
         6           0.3001            4.24m
         7           0.2777            4.22m
         8           0.2632            4.20m
         9           0.2486            4.18m
        10           0.2353            4.21m
        20           0.1418            4.26m
        30           0.0839            4.15m
        40           0.0574            4.19m
        50           0.0414            4.15m
        60           0.0329            4.11m
        70           0.0270            4.14m
        80           0.0214            4.16m
        90           0.0177            4.11m
       100           0.0138            4.04m
       200           0.0025            3.61m
       300           0.0006            3.15m
       400           0.0001            2.70m
       500           0.0000            2.24m
       600           0.0000            1.77m
       700           0.0000            1.32m
       800           0.0000           52.25s
       900           0.0000           25.50s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7174            4.76m
         2           0.6770            4.51m
         3           0.6484            4.56m
         4           0.6223            5.24m
         5           0.5952            5.07m
         6           0.5742            4.95m
         7           0.5569            4.95m
         8           0.5426            4.87m
         9           0.5247            4.85m
        10           0.5114            4.78m
        20           0.4112            4.56m
        30           0.3531            4.49m
        40           0.3094            4.48m
        50           0.2768            4.33m
        60           0.2543            4.24m
        70           0.2345            4.15m
        80           0.2169            4.08m
        90           0.1945            4.03m
       100           0.1772            3.97m
       200           0.1117            3.56m
       300           0.0805            3.10m
       400           0.0612            2.68m
       500           0.0469            2.24m
       600           0.0365            1.79m
       700           0.0289            1.33m
       800           0.0231           53.16s
       900           0.0182           26.55s
      1000           0.0144            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6325            4.27m
         2           0.5644            3.98m
         3           0.5214            3.91m
         4           0.4852            4.00m
         5           0.4502            4.04m
         6           0.4255            4.39m
         7           0.4056            4.55m
         8           0.3881            4.60m
         9           0.3716            4.56m
        10           0.3580            4.51m
        20           0.2591            4.53m
        30           0.2000            4.40m
        40           0.1504            4.26m
        50           0.1215            4.24m
        60           0.1037            4.16m
        70           0.0898            4.17m
        80           0.0800            4.12m
        90           0.0717            4.10m
       100           0.0647            4.07m
       200           0.0290            3.61m
       300           0.0157            3.13m
       400           0.0090            2.68m
       500           0.0052            2.25m
       600           0.0031            1.80m
       700           0.0019            1.34m
       800           0.0011           53.56s
       900           0.0007           26.86s
      1000           0.0004            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5691            4.04m
         2           0.4653            4.18m
         3           0.3958            4.19m
         4           0.3570            4.40m
         5           0.3213            4.41m
         6           0.2921            4.40m
         7           0.2653            4.35m
         8           0.2502            4.46m
         9           0.2394            4.41m
        10           0.2268            4.40m
        20           0.1493            4.56m
        30           0.0895            4.47m
        40           0.0550            4.70m
        50           0.0423            4.68m
        60           0.0323            4.61m
        70           0.0257            4.53m
        80           0.0211            4.44m
        90           0.0178            4.36m
       100           0.0149            4.26m
       200           0.0033            3.66m
       300           0.0009            3.25m
       400           0.0002            2.77m
       500           0.0001            2.28m
       600           0.0000            1.80m
       700           0.0000            1.34m
       800           0.0000           52.78s
       900           0.0000           25.47s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7165            4.28m
         2           0.6737            4.14m
         3           0.6408            4.37m
         4           0.6161            4.39m
         5           0.5909            4.31m
         6           0.5678            4.26m
         7           0.5501            4.23m
         8           0.5329            4.19m
         9           0.5180            4.23m
        10           0.5030            4.34m
        20           0.4037            4.26m
        30           0.3387            4.34m
        40           0.2979            4.28m
        50           0.2656            4.18m
        60           0.2403            4.15m
        70           0.2196            4.09m
        80           0.2030            4.19m
        90           0.1779            4.14m
       100           0.1636            4.12m
       200           0.1016            3.64m
       300           0.0717            3.14m
       400           0.0535            2.72m
       500           0.0401            2.25m
       600           0.0310            1.79m
       700           0.0241            1.35m
       800           0.0189           53.69s
       900           0.0149           26.88s
      1000           0.0119            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6365            4.16m
         2           0.5661            4.29m
         3           0.5244            4.23m
         4           0.4892            4.22m
         5           0.4610            4.17m
         6           0.4382            4.17m
         7           0.4154            4.42m
         8           0.3907            4.39m
         9           0.3747            4.35m
        10           0.3584            4.36m
        20           0.2645            4.47m
        30           0.2096            4.37m
        40           0.1564            4.24m
        50           0.1218            4.15m
        60           0.1024            4.10m
        70           0.0895            4.12m
        80           0.0785            4.06m
        90           0.0704            4.01m
       100           0.0629            4.02m
       200           0.0301            3.56m
       300           0.0161            3.11m
       400           0.0094            2.65m
       500           0.0055            2.22m
       600           0.0033            1.79m
       700           0.0019            1.34m
       800           0.0012           53.40s
       900           0.0007           26.68s
      1000           0.0004            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5607            4.04m
         2           0.4606            4.42m
         3           0.4021            4.78m
         4           0.3574            4.73m
         5           0.3275            4.60m
         6           0.2954            4.56m
         7           0.2704            4.52m
         8           0.2578            4.46m
         9           0.2431            4.48m
        10           0.2210            4.45m
        20           0.1293            4.49m
        30           0.0781            4.51m
        40           0.0509            4.57m
        50           0.0384            4.58m
        60           0.0309            4.63m
        70           0.0248            4.57m
        80           0.0209            4.46m
        90           0.0170            4.33m
       100           0.0145            4.23m
       200           0.0033            3.61m
       300           0.0009            3.20m
       400           0.0003            2.74m
       500           0.0001            2.27m
       600           0.0000            1.79m
       700           0.0000            1.33m
       800           0.0000           52.40s
       900           0.0000           25.30s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7174            2.11m
         2           0.6770            2.13m
         3           0.6484            2.17m
         4           0.6223            2.18m
         5           0.5952            2.27m
         6           0.5742            2.23m
         7           0.5569            2.21m
         8           0.5426            2.22m
         9           0.5247            2.27m
        10           0.5114            2.27m
        20           0.4112            2.08m
        30           0.3531            2.04m
        40           0.3094            1.97m
        50           0.2768            1.94m
        60           0.2543            1.89m
        70           0.2345            1.86m
        80           0.2169            1.81m
        90           0.1945            1.77m
       100           0.1772            1.72m
       200           0.1117            1.32m
       300           0.0809           53.06s
       400           0.0610           26.96s
       500           0.0469            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6622            4.38m
         2           0.6455            4.29m
         3           0.6302            4.30m
         4           0.6172            4.55m
         5           0.6059            4.51m
         6           0.5946            4.49m
         7           0.5829            4.55m
         8           0.5736            4.58m
         9           0.5646            4.55m
        10           0.5570            4.55m
        20           0.4872            4.58m
        30           0.4425            4.46m
        40           0.4107            4.30m
        50           0.3848            4.20m
        60           0.3634            4.17m
        70           0.3493            4.10m
        80           0.3363            4.05m
        90           0.3235            4.02m
       100           0.3139            3.98m
       200           0.2262            3.55m
       300           0.1716            3.10m
       400           0.1328            2.66m
       500           0.1038            2.23m
       600           0.0820            1.79m
       700           0.0655            1.34m
       800           0.0522           53.42s
       900           0.0416           26.72s
      1000           0.0334            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5529           31.14s
         2           0.4462           31.24s
         3           0.3800           31.11s
         4           0.3336           29.14s
         5           0.2925           30.25s
         6           0.2654           30.75s
         7           0.2450           30.65s
         8           0.2304           29.98s
         9           0.2145           29.44s
        10           0.2008           29.78s
        20           0.1145           24.82s
        30           0.0662           20.57s
        40           0.0456           17.23s
        50           0.0339           14.63s
        60           0.0272           11.56s
        70           0.0210            8.64s
        80           0.0174            5.66s
        90           0.0143            2.79s
       100           0.0118            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5610           36.41s
         2           0.4453           35.62s
         3           0.3785           31.80s
         4           0.3217           29.10s
         5           0.2919           27.49s
         6           0.2637           26.39s
         7           0.2423           25.60s
         8           0.2260           26.50s
         9           0.2153           25.79s
        10           0.2045           25.15s
        20           0.1070           21.36s
        30           0.0619           18.55s
        40           0.0425           15.75s
        50           0.0328           13.21s
        60           0.0241           10.62s
        70           0.0197            8.06s
        80           0.0159            5.39s
        90           0.0133            2.71s
       100           0.0109            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5529            2.05m
         2           0.4462            2.08m
         3           0.3800            2.24m
         4           0.3336            2.18m
         5           0.2925            2.15m
         6           0.2654            2.12m
         7           0.2450            2.10m
         8           0.2304            2.11m
         9           0.2145            2.09m
        10           0.2008            2.08m
        20           0.1145            2.13m
        30           0.0662            2.13m
        40           0.0456            2.04m
        50           0.0339            2.01m
        60           0.0272            1.99m
        70           0.0210            1.94m
        80           0.0175            1.87m
        90           0.0143            1.83m
       100           0.0119            1.78m
       200           0.0023            1.33m
       300           0.0006           52.12s
       400           0.0002           26.60s
       500           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6038           24.72s
         2           0.5612           24.48s
         3           0.5279           24.36s
         4           0.4942           24.12s
         5           0.4735           23.86s
         6           0.4477           23.61s
         7           0.4308           23.43s
         8           0.4172           23.22s
         9           0.4087           22.98s
        10           0.3952           23.29s
        20           0.3238           23.06s
        30           0.2743           21.44s
        40           0.2305           17.53s
        50           0.2083           14.19s
        60           0.1759           11.38s
        70           0.1588            8.36s
        80           0.1395            5.55s
        90           0.1269            2.77s
       100           0.1112            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6037            4.08m
         2           0.5540            4.09m
         3           0.5208            4.06m
         4           0.4932            4.23m
         5           0.4687            4.20m
         6           0.4528            4.22m
         7           0.4275            4.20m
         8           0.4181            4.18m
         9           0.4066            4.19m
        10           0.3872            4.17m
        20           0.3206            4.20m
        30           0.2664            4.11m
        40           0.2210            4.09m
        50           0.1888            4.00m
        60           0.1656            3.99m
        70           0.1431            3.94m
        80           0.1285            3.86m
        90           0.1093            3.81m
       100           0.0972            3.76m
       200           0.0278            3.39m
       300           0.0089            2.87m
       400           0.0029            2.42m
       500           0.0011            2.00m
       600           0.0004            1.55m
       700           0.0001            1.12m
       800           0.0000           43.21s
       900           0.0000           20.86s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7174           24.29s
         2           0.6770           24.48s
         3           0.6483           24.41s
         4           0.6222           24.33s
         5           0.5950           24.02s
         6           0.5740           24.45s
         7           0.5567           24.10s
         8           0.5376           23.60s
         9           0.5245           23.14s
        10           0.5112           22.84s
        20           0.4107           20.91s
        30           0.3502           18.14s
        40           0.3100           15.55s
        50           0.2787           13.23s
        60           0.2534           10.51s
        70           0.2314            7.82s
        80           0.2140            5.22s
        90           0.1926            2.66s
       100           0.1759            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6637           27.52s
         2           0.6466           30.70s
         3           0.6313           32.75s
         4           0.6187           30.49s
         5           0.6058           28.90s
         6           0.5934           27.68s
         7           0.5825           27.00s
         8           0.5732           26.22s
         9           0.5639           25.55s
        10           0.5551           25.00s
        20           0.4851           21.65s
        30           0.4376           18.71s
        40           0.4001           15.83s
        50           0.3728           13.44s
        60           0.3541           10.81s
        70           0.3383            8.10s
        80           0.3266            5.47s
        90           0.3154            2.74s
       100           0.3039            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6623            5.35m
         2           0.6452            4.87m
         3           0.6311            4.73m
         4           0.6170            4.63m
         5           0.6049            5.29m
         6           0.5923            5.14m
         7           0.5818            4.96m
         8           0.5707            4.82m
         9           0.5612            4.71m
        10           0.5532            4.64m
        20           0.4856            4.42m
        30           0.4428            4.43m
        40           0.4113            4.38m
        50           0.3846            4.28m
        60           0.3632            4.24m
        70           0.3486            4.17m
        80           0.3334            4.11m
        90           0.3207            4.09m
       100           0.3082            4.05m
       200           0.2182            3.61m
       300           0.1614            3.15m
       400           0.1233            2.69m
       500           0.0948            2.23m
       600           0.0734            1.77m
       700           0.0578            1.33m
       800           0.0452           53.03s
       900           0.0356           26.42s
      1000           0.0281            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6375           28.40s
         2           0.6063           27.96s
         3           0.5788           27.61s
         4           0.5553           27.10s
         5           0.5370           26.43s
         6           0.5205           28.48s
         7           0.5068           28.20s
         8           0.4911           27.32s
         9           0.4786           26.57s
        10           0.4679           26.13s
        20           0.3884           21.88s
        30           0.3478           19.17s
        40           0.3160           16.32s
        50           0.2878           13.49s
        60           0.2710           10.77s
        70           0.2510            7.97s
        80           0.2305            5.32s
        90           0.2175            2.67s
       100           0.2034            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6371            2.04m
         2           0.6035            2.07m
         3           0.5786            2.08m
         4           0.5556            2.09m
         5           0.5352            2.08m
         6           0.5197            2.07m
         7           0.4999            2.06m
         8           0.4882            2.05m
         9           0.4774            2.05m
        10           0.4628            2.07m
        20           0.3873            2.09m
        30           0.3454            2.12m
        40           0.3145            2.13m
        50           0.2866            2.10m
        60           0.2658            2.06m
        70           0.2476            1.99m
        80           0.2237            1.93m
        90           0.2113            1.88m
       100           0.1988            1.81m
       200           0.1046            1.35m
       300           0.0588           54.27s
       400           0.0332           27.05s
       500           0.0193            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5607            3.16m
         2           0.4606            2.70m
         3           0.4021            2.58m
         4           0.3574            2.61m
         5           0.3275            2.52m
         6           0.2954            2.48m
         7           0.2704            2.44m
         8           0.2578            2.40m
         9           0.2431            2.40m
        10           0.2210            2.37m
        20           0.1293            2.34m
        30           0.0781            2.24m
        40           0.0509            2.12m
        50           0.0384            2.07m
        60           0.0309            2.04m
        70           0.0248            1.98m
        80           0.0209            1.94m
        90           0.0170            1.89m
       100           0.0145            1.84m
       200           0.0035            1.38m
       300           0.0009           55.68s
       400           0.0003           27.51s
       500           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6075            3.95m
         2           0.5588            4.07m
         3           0.5206            4.14m
         4           0.4862            4.09m
         5           0.4653            4.07m
         6           0.4466            4.07m
         7           0.4168            4.07m
         8           0.4022            4.10m
         9           0.3884            4.11m
        10           0.3767            4.08m
        20           0.3260            4.13m
        30           0.2594            4.12m
        40           0.2217            4.11m
        50           0.1944            4.11m
        60           0.1665            4.04m
        70           0.1465            4.00m
        80           0.1319            3.96m
        90           0.1122            4.00m
       100           0.1013            3.98m
       200           0.0312            3.53m
       300           0.0102            3.01m
       400           0.0036            2.56m
       500           0.0012            2.09m
       600           0.0004            1.59m
       700           0.0001            1.15m
       800           0.0001           43.87s
       900           0.0000           21.15s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7185            8.14m
         2           0.6823            6.49m
         3           0.6488            5.63m
         4           0.6234            5.21m
         5           0.5988            4.99m
         6           0.5810            4.81m
         7           0.5641            4.70m
         8           0.5437            4.64m
         9           0.5308            4.58m
        10           0.5163            4.53m
        20           0.4174            4.65m
        30           0.3577            4.44m
        40           0.3160            4.29m
        50           0.2849            4.18m
        60           0.2597            4.09m
        70           0.2399            4.01m
        80           0.2211            3.98m
        90           0.2046            3.92m
       100           0.1791            3.88m
       200           0.1131            3.53m
       300           0.0813            3.11m
       400           0.0616            2.70m
       500           0.0478            2.26m
       600           0.0376            1.81m
       700           0.0298            1.35m
       800           0.0238           54.29s
       900           0.0190           27.05s
      1000           0.0152            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6373           29.42s
         2           0.6049           27.45s
         3           0.5752           26.72s
         4           0.5506           26.24s
         5           0.5339           25.96s
         6           0.5189           25.53s
         7           0.5012           26.77s
         8           0.4859           27.25s
         9           0.4734           26.57s
        10           0.4605           26.01s
        20           0.3835           22.11s
        30           0.3431           18.94s
        40           0.3093           16.01s
        50           0.2810           13.23s
        60           0.2587           10.60s
        70           0.2405            7.80s
        80           0.2208            5.17s
        90           0.2041            2.60s
       100           0.1888            0.00s
